UMLS_drugname,UMLS_pt,a,drug_total,b,pt_total,c,d,PRR
carvedilol,Diplopia,2,2401,2399,7,5,419429,50.23855177752635
carvedilol,Disease of capillaries,2,2401,2399,42,40,419394,8.372397229004148
carvedilol,Disorder of tendon,1,2401,2400,25,24,419410,7.030166666666667
carvedilol,Disorder of vein,4,2401,2397,99,95,419339,7.108818683286769
carvedilol,Disseminated Intravascular Coagulation,1,2401,2400,42,41,419393,4.184454365079365
carvedilol,Documented hypersensitivity to administered drug,1,2401,2400,5,4,419430,35.1525
carvedilol,Drooling,1,2401,2400,34,33,419401,5.169129901960784
carvedilol,Drug action increased,1,2401,2400,52,51,419383,3.3796714743589744
carvedilol,Drug withdrawal syndrome,4,2401,2397,134,130,419304,5.251601815702464
carvedilol,Dry tongue,1,2401,2400,27,26,419408,6.509382716049383
carvedilol,Dysbacteriosis,1,2401,2400,18,17,419417,9.764282407407407
carvedilol,Dyspnea on exertion,1,2401,2400,18,17,419417,9.764282407407407
carvedilol,EKG: P wave abnormal,1,2401,2400,50,49,419385,3.514875
carvedilol,Edema,1,2401,2400,9,8,419426,19.52898148148148
carvedilol,Electrocardiogram QT borderline prolonged,1,2401,2400,7,6,419428,25.108809523809523
carvedilol,Electrocardiogram ST-T segment elevation,1,2401,2400,29,28,419406,6.060431034482758
carvedilol,Electrolyte imbalance,1,2401,2400,19,18,419416,9.250350877192982
carvedilol,Embolism,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Endodontic procedure,2,2401,2399,71,69,419365,4.952345167293885
carvedilol,Enterovesical Fistula,1,2401,2400,32,31,419403,5.4922265625
carvedilol,Eosinophilic gastroenteritis,1,2401,2400,33,32,419402,5.325782828282828
carvedilol,Epiglottitis,1,2401,2400,27,26,419408,6.509382716049383
carvedilol,Erythema Multiforme,1,2401,2400,25,24,419410,7.030166666666667
carvedilol,Eschar,1,2401,2400,25,24,419410,7.030166666666667
carvedilol,Essential Tremor,3,2401,2398,13,10,419424,40.59363572207609
carvedilol,Extrinsic allergic alveolitis,5,2401,2396,166,161,419273,5.300865398153549
carvedilol,Eyelid pain,2,2401,2399,76,74,419360,4.626478137820583
carvedilol,Facial Paresis,1,2401,2400,12,11,419423,14.646631944444444
carvedilol,Feeling of body temperature change,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Feels hot,1,2401,2400,39,38,419396,4.506367521367522
carvedilol,Female genital infection,1,2401,2400,14,13,419421,12.554196428571428
carvedilol,Fever,1,2401,2400,32,31,419403,5.4922265625
carvedilol,Fibrin D dimer increased,1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Fibromuscular dysplasia of wall of renal artery,3,2401,2398,89,86,419348,5.928339159037026
carvedilol,First degree atrioventricular block,1,2401,2400,23,22,419412,7.641521739130434
carvedilol,Foaming at mouth,2,2401,2399,30,28,419406,11.721689592885925
carvedilol,"Fracture Fixation, Internal",1,2401,2400,16,15,419419,10.984869791666668
carvedilol,Fracture pain,1,2401,2400,44,43,419391,3.994232954545455
carvedilol,Functional Gastrointestinal Disorders,2,2401,2399,43,41,419393,8.177670928778463
carvedilol,Fungal pneumonia,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Gallstone ileus,2,2401,2399,88,86,419348,3.995481071658646
carvedilol,Gastric hemorrhage,1,2401,2400,42,41,419393,4.184454365079365
carvedilol,Gastric hypermotility,1,2401,2400,7,6,419428,25.108809523809523
carvedilol,Gastrointestinal erosion,1,2401,2400,38,37,419397,4.624967105263157
carvedilol,Gastrointestinal oedema,1,2401,2400,15,14,419420,11.717222222222222
carvedilol,Genital pain,1,2401,2400,11,10,419424,15.978181818181818
carvedilol,Genital rash,5,2401,2396,210,205,419229,4.18977064949519
carvedilol,Glycosuria,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Grandiose delusions,3,2401,2398,162,159,419275,3.256363327464245
carvedilol,Hay fever,3,2401,2398,22,19,419415,23.98663659109864
carvedilol,"Hearing Loss, Sudden",1,2401,2400,13,12,419422,13.519935897435898
carvedilol,"Heart Failure, Right-Sided",2,2401,2399,116,114,419320,3.030853372813385
carvedilol,Hematoma of kidney,1,2401,2400,17,16,419418,10.338676470588235
carvedilol,Hemodynamic instability,1,2401,2400,51,50,419384,3.4459477124183007
carvedilol,Hemorrhagic diarrhea,1,2401,2400,41,40,419394,4.286524390243902
carvedilol,Hernia of abdominal cavity,1,2401,2400,26,25,419409,6.759759615384616
carvedilol,Heterophoria,4,2401,2397,134,130,419304,5.251601815702464
carvedilol,Hodgkin Disease,2,2401,2399,62,60,419374,5.671355000067232
carvedilol,Hydrocele operation,1,2401,2400,44,43,419391,3.994232954545455
carvedilol,Hydrocephalus,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Hyperbilirubinemia,1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Hyperglycaemic seizure,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Hyperkeratosis,1,2401,2400,16,15,419419,10.984869791666668
carvedilol,Hypermobility syndrome,1,2401,2400,7,6,419428,25.108809523809523
carvedilol,Hypersomnia,2,2401,2399,42,40,419394,8.372397229004148
carvedilol,Hypocalcemia,6,2401,2395,294,288,419146,3.592015678922926
carvedilol,Hypokalemia,17,2401,2384,982,965,418469,3.056058123402452
carvedilol,Hypoplasia of aorta,1,2401,2400,16,15,419419,10.984869791666668
carvedilol,"Hypotension, Orthostatic",2,2401,2399,38,36,419398,9.253789956341457
carvedilol,Hypothermia due to exposure,1,2401,2400,43,42,419392,4.087131782945736
carvedilol,Impaired exercise tolerance,3,2401,2398,84,81,419353,6.281290956749673
carvedilol,Impaired pupillary reflex,2,2401,2399,109,107,419327,3.225548871662887
carvedilol,Impetigo,2,2401,2399,51,49,419385,6.89476824493866
carvedilol,Implant site pain,1,2401,2400,35,34,419400,5.021428571428571
carvedilol,Infection caused by Enterobacter,1,2401,2400,53,52,419382,3.315896226415094
carvedilol,Infectious Mononucleosis,1,2401,2400,53,52,419382,3.315896226415094
carvedilol,Infective vaginitis,3,2401,2398,115,112,419322,4.58773615694238
carvedilol,Inflammatory disease of mucous membrane,3,2401,2398,140,137,419297,3.768274157035625
carvedilol,Inflammatory polyposis of intestine,1,2401,2400,5,4,419430,35.1525
carvedilol,Injection site mass,4,2401,2397,222,218,419216,3.1692242931291745
carvedilol,Injection site papule,3,2401,2398,122,119,419315,4.324433612710045
carvedilol,Injection site warmth,1,2401,2400,37,36,419398,4.7499774774774774
carvedilol,Instillation site pain,1,2401,2400,18,17,419417,9.764282407407407
carvedilol,Intentional overdose,1,2401,2400,36,35,419399,4.8819328703703695
carvedilol,Internal Carotid Artery Stenosis,2,2401,2399,99,97,419337,3.5514460991743197
carvedilol,Interstitial granulomatous dermatitis,1,2401,2400,40,39,419395,4.393697916666667
carvedilol,Intervertebral Disk Displacement,1,2401,2400,18,17,419417,9.764282407407407
carvedilol,Intestinal Polyps,4,2401,2397,161,157,419277,4.370618552693973
carvedilol,Intestinal gangrene,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Intestinal infarction,1,2401,2400,13,12,419422,13.519935897435898
carvedilol,Involuntary muscle contraction,1,2401,2400,52,51,419383,3.3796714743589744
carvedilol,Ischemia,2,2401,2399,64,62,419372,5.494099103793247
carvedilol,Itching of ear,1,2401,2400,5,4,419430,35.1525
carvedilol,Labile blood pressure,2,2401,2399,86,84,419350,4.088418624039086
carvedilol,Lack of libido,1,2401,2400,41,40,419394,4.286524390243902
carvedilol,Latent Tuberculosis,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Laziness,1,2401,2400,34,33,419401,5.169129901960784
carvedilol,Learning Disorders,1,2401,2400,52,51,419383,3.3796714743589744
carvedilol,"Leukemia, Myelocytic, Acute",1,2401,2400,48,47,419387,3.6613454861111108
carvedilol,Leukocytes in urine (finding),3,2401,2398,96,93,419341,5.495973206839032
carvedilol,Limb asymmetry,4,2401,2397,181,177,419257,3.8874928835998954
carvedilol,Lipoprotein (a) increased,2,2401,2399,33,31,419403,10.656005658923542
carvedilol,Liver damage,5,2401,2396,128,123,419311,6.875179335350584
carvedilol,Liver function tests abnormal,1,2401,2400,49,48,419386,3.586615646258503
carvedilol,Lymph Node Tuberculosis,2,2401,2399,104,102,419332,3.3806634174495787
carvedilol,Malignant neoplasm of thyroid,1,2401,2400,24,23,419411,7.323107638888888
carvedilol,Malignant neoplasm of tongue,1,2401,2400,54,53,419381,3.2544830246913574
carvedilol,Malignant neoplasm of urinary bladder,2,2401,2399,27,25,419409,13.024192178839947
carvedilol,Malnutrition,2,2401,2399,104,102,419332,3.3806634174495787
carvedilol,Melanocytic nevus,1,2401,2400,21,20,419414,8.369325396825396
carvedilol,Mental disorders,1,2401,2400,47,46,419388,3.739255319148936
carvedilol,Merkel cell carcinoma,1,2401,2400,17,16,419418,10.338676470588235
carvedilol,Metabolic Syndrome X,1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Metastatic Renal Cell Carcinoma,3,2401,2398,62,59,419375,8.510580053270198
carvedilol,Metastatic malignant neoplasm to liver,2,2401,2399,88,86,419348,3.995481071658646
carvedilol,Metrorrhagia,1,2401,2400,20,19,419415,8.787812500000001
carvedilol,Milk-Alkali Syndrome,1,2401,2400,29,28,419406,6.060431034482758
carvedilol,Mitral Valve Prolapse Syndrome,2,2401,2399,78,76,419358,4.507829116832868
carvedilol,Muscle Weakness,1,2401,2400,46,45,419389,3.820552536231884
carvedilol,Muscle tone disorder,1,2401,2400,16,15,419419,10.984869791666668
carvedilol,Myocardial Ischemia,5,2401,2396,208,203,419231,4.230076971234109
carvedilol,Myoglobinuria,4,2401,2397,20,16,419418,35.195244055068834
carvedilol,Nasopharyngitis,1,2401,2400,19,18,419416,9.250350877192982
carvedilol,Nephrosclerosis,1,2401,2400,41,40,419394,4.286524390243902
carvedilol,Neuroendocrine Tumors,1,2401,2400,58,57,419377,3.030007183908046
carvedilol,Neutropenia,1,2401,2400,21,20,419414,8.369325396825396
carvedilol,Non-Infectious Cystitis,1,2401,2400,11,10,419424,15.978181818181818
carvedilol,Occupational exposure to communicable disease,1,2401,2400,36,35,419399,4.8819328703703695
carvedilol,Oesophageal irritation,1,2401,2400,18,17,419417,9.764282407407407
carvedilol,Optic Neuropathy,1,2401,2400,16,15,419419,10.984869791666668
carvedilol,Oral discharge,1,2401,2400,30,29,419405,5.858402777777777
carvedilol,Oral pain,2,2401,2399,39,37,419397,9.016491914366028
carvedilol,Osteoporosis,4,2401,2397,132,128,419306,5.33119682431322
carvedilol,Pain of skin,1,2401,2400,7,6,419428,25.108809523809523
carvedilol,Pancreatectomy,1,2401,2400,6,5,419429,29.293680555555554
carvedilol,Pancreatic Ductal Adenocarcinoma,3,2401,2398,21,18,419416,25.128916954605025
carvedilol,Papillary thyroid carcinoma,1,2401,2400,15,14,419420,11.717222222222222
carvedilol,Papilledema,1,2401,2400,12,11,419423,14.646631944444444
carvedilol,Pelvic Pain,1,2401,2400,18,17,419417,9.764282407407407
carvedilol,Pelvic discomfort,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Peripheral Ischemia,1,2401,2400,13,12,419422,13.519935897435898
carvedilol,Persistent Fetal Circulation Syndrome,1,2401,2400,12,11,419423,14.646631944444444
carvedilol,Personality Change,1,2401,2400,56,55,419379,3.138236607142857
carvedilol,Photophobia,2,2401,2399,69,67,419367,5.09591556868502
carvedilol,Piloerection,2,2401,2399,40,38,419396,8.791058774489372
carvedilol,Pneumocephalus,1,2401,2400,23,22,419412,7.641521739130434
carvedilol,"Pneumonia, Bacterial",2,2401,2399,79,77,419357,4.450757435851436
carvedilol,Polychondritis,1,2401,2400,56,55,419379,3.138236607142857
carvedilol,Polycystic liver disease,1,2401,2400,11,10,419424,15.978181818181818
carvedilol,Polymyalgia Rheumatica,1,2401,2400,43,42,419392,4.087131782945736
carvedilol,Polymyositis,1,2401,2400,7,6,419428,25.108809523809523
carvedilol,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",1,2401,2400,28,27,419407,6.276889880952381
carvedilol,Portal Hypertension,5,2401,2396,274,269,419165,3.2106506586403127
carvedilol,Post procedural complication,1,2401,2400,53,52,419382,3.315896226415094
carvedilol,Procalcitonin increased,1,2401,2400,48,47,419387,3.6613454861111108
carvedilol,Product label issue,2,2401,2399,58,56,419378,6.062540426327062
carvedilol,Product shape issue,1,2401,2400,15,14,419420,11.717222222222222
carvedilol,Product taste abnormal,1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Protein urine present,1,2401,2400,9,8,419426,19.52898148148148
carvedilol,Prothrombin consumption time shortened,1,2401,2400,56,55,419379,3.138236607142857
carvedilol,Pruritus Ani,1,2401,2400,30,29,419405,5.858402777777777
carvedilol,Pruritus of tongue,2,2401,2399,67,65,419369,5.248057337323387
carvedilol,Psychomotor Agitation,1,2401,2400,9,8,419426,19.52898148148148
carvedilol,Pulmonary Emphysema,1,2401,2400,44,43,419391,3.994232954545455
carvedilol,Pulmonary Fibrosis,1,2401,2400,24,23,419411,7.323107638888888
carvedilol,Pulmonary Hypertension,1,2401,2400,44,43,419391,3.994232954545455
carvedilol,"Radiculopathy, Cervical",1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Recurrent Unspecified Lung Carcinoma,1,2401,2400,26,25,419409,6.759759615384616
carvedilol,Red blood cells urine positive,1,2401,2400,33,32,419402,5.325782828282828
carvedilol,Reduced visual acuity,3,2401,2398,161,158,419276,3.2765969570915723
carvedilol,Renal Insufficiency,23,2401,2378,907,884,418550,4.48865797558101
carvedilol,Renal Osteodystrophy,1,2401,2400,37,36,419398,4.7499774774774774
carvedilol,Renal transplant rejection,1,2401,2400,55,54,419380,3.19530303030303
carvedilol,Renal tubular disorder,1,2401,2400,19,18,419416,9.250350877192982
carvedilol,Renal vascular disorder,1,2401,2400,13,12,419422,13.519935897435898
carvedilol,Retinal Hemorrhage,2,2401,2399,33,31,419403,10.656005658923542
carvedilol,Rheumatoid Arthritis,1,2401,2400,47,46,419388,3.739255319148936
carvedilol,Right atrial dilatation,1,2401,2400,6,5,419429,29.293680555555554
carvedilol,Seborrheic dermatitis,1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Seborrheic dermatitis of scalp,1,2401,2400,21,20,419414,8.369325396825396
carvedilol,Sensory disorder of eyelid,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Serotonin Syndrome,1,2401,2400,13,12,419422,13.519935897435898
carvedilol,Skin Induration,1,2401,2400,27,26,419408,6.509382716049383
carvedilol,Skin hemorrhages,3,2401,2398,106,103,419331,4.977367145577289
carvedilol,"Sleep disorder due to general medical condition, insomnia type",1,2401,2400,38,37,419397,4.624967105263157
carvedilol,Soft Tissue Neoplasms,1,2401,2400,5,4,419430,35.1525
carvedilol,Spontaneous abortion,3,2401,2398,174,171,419263,3.031700267464266
carvedilol,Squamous cell carcinoma of skin,1,2401,2400,42,41,419393,4.184454365079365
carvedilol,Staphylococcal Scalded Skin Syndrome,1,2401,2400,14,13,419421,12.554196428571428
carvedilol,Stenosis of intestine,1,2401,2400,6,5,419429,29.293680555555554
carvedilol,Stupor,1,2401,2400,7,6,419428,25.108809523809523
carvedilol,Surgical Wound Infection,1,2401,2400,12,11,419423,14.646631944444444
carvedilol,Surgical procedure on eye proper,1,2401,2400,12,11,419423,14.646631944444444
carvedilol,Swelling of skin,1,2401,2400,26,25,419409,6.759759615384616
carvedilol,Syringomyelia,1,2401,2400,31,30,419404,5.669408602150537
carvedilol,Takotsubo Cardiomyopathy,1,2401,2400,6,5,419429,29.293680555555554
carvedilol,Tarsal Tunnel Syndrome,1,2401,2400,42,41,419393,4.184454365079365
carvedilol,Thalamic hemorrhage,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Therapy change,1,2401,2400,28,27,419407,6.276889880952381
carvedilol,Tibial Fractures,1,2401,2400,22,21,419413,7.988882575757576
carvedilol,Tongue blistering,1,2401,2400,20,19,419415,8.787812500000001
carvedilol,Tooth Diseases,1,2401,2400,19,18,419416,9.250350877192982
carvedilol,Torsades de Pointes,1,2401,2400,44,43,419391,3.994232954545455
carvedilol,Toxicoderma,4,2401,2397,191,187,419247,3.6838718555262147
carvedilol,Tuberculosis,1,2401,2400,37,36,419398,4.7499774774774774
carvedilol,Tubular breast cancer stage I,1,2401,2400,8,7,419427,21.970156250000002
carvedilol,Tumor Progression,3,2401,2398,35,32,419402,15.076849755748837
carvedilol,Ulna Fractures,1,2401,2400,42,41,419393,4.184454365079365
carvedilol,Umbilical hemorrhage,2,2401,2399,91,89,419345,3.8637344314709887
carvedilol,Unilateral deafness,1,2401,2400,23,22,419412,7.641521739130434
carvedilol,Urinary tract obstruction,1,2401,2400,24,23,419411,7.323107638888888
carvedilol,Urine albumin/creatinine ratio increased,1,2401,2400,13,12,419422,13.519935897435898
carvedilol,Urine screening abnormal,1,2401,2400,52,51,419383,3.3796714743589744
carvedilol,Uveomeningoencephalitic Syndrome,1,2401,2400,11,10,419424,15.978181818181818
carvedilol,Vascular calcification,1,2401,2400,5,4,419430,35.1525
carvedilol,Vasculitis,3,2401,2398,127,124,419310,4.154131067227939
carvedilol,Vitamin B1 increased,1,2401,2400,35,34,419400,5.021428571428571
carvedilol,Vitamin D below reference range,1,2401,2400,57,56,419378,3.083172514619883
carvedilol,Vulvovaginal dryness,1,2401,2400,39,38,419396,4.506367521367522
carvedilol,Wheezing,3,2401,2398,160,157,419277,3.297083507089241
carvedilol,Wrist deformity,1,2401,2400,23,22,419412,7.641521739130434
carvedilol,furuncle,5,2401,2396,185,180,419254,4.756237873934034
carvedilol,hypoglycemic encephalopathy,1,2401,2400,14,13,419421,12.554196428571428
carvedilol,leukemia,1,2401,2400,41,40,419394,4.286524390243902
carvedilol,nail avulsion injury,1,2401,2400,30,29,419405,5.858402777777777
carvedilol,upper airway cough syndrome,3,2401,2398,54,51,419383,9.771592067463628
chlorthalidone,Abasia (gait ataxia),1,351,350,240,239,421245,5.018988095238095
chlorthalidone,Acquired phimosis,2,351,349,41,39,421445,58.95506324690754
chlorthalidone,Acrochordon excision,1,351,350,47,46,421438,25.640607902735564
chlorthalidone,Acute superior sagittal sinus thrombosis,1,351,350,25,24,421460,48.20685714285714
chlorthalidone,Amaurosis Fugax,1,351,350,68,67,421417,17.721302521008404
chlorthalidone,Amnesia,2,351,349,212,210,421274,11.397064388819809
chlorthalidone,Analgesic drug level increased,1,351,350,13,12,421472,92.70813186813187
chlorthalidone,"Anemia, Pernicious",1,351,350,91,90,421394,13.241569858712717
chlorthalidone,Anti-glomerular basement membrane antibody positive,1,351,350,329,328,421156,3.6604950065132438
chlorthalidone,Appendicitis,1,351,350,104,103,421381,11.586016483516484
chlorthalidone,Arteriosclerosis,1,351,350,10,9,421475,120.52142857142857
chlorthalidone,Arthralgia,1,351,350,118,117,421367,10.211065375302663
chlorthalidone,Arthropod bite,1,351,350,48,47,421437,25.106369047619044
chlorthalidone,Atrioventricular junctional rhythm,1,351,350,147,146,421338,8.196073858114675
chlorthalidone,Atrophic condition of skin,1,351,350,378,377,421107,3.1856160241874525
chlorthalidone,Avulsion fracture,1,351,350,107,106,421378,11.26109479305741
chlorthalidone,Bacterial Endocarditis,1,351,350,175,174,421310,6.884244897959184
chlorthalidone,Baresthesia,3,351,348,288,285,421199,12.61814535440613
chlorthalidone,Blepharoptosis,1,351,350,199,198,421286,6.053639626704953
chlorthalidone,Blood glucose outside reference range,2,351,349,668,666,420818,3.613120463943174
chlorthalidone,Blood thyroid stimulating hormone increased,1,351,350,27,26,421458,44.635767195767194
chlorthalidone,Brain Death,1,351,350,221,220,421264,5.450730446024564
chlorthalidone,Breast cancer stage II,1,351,350,134,133,421351,8.991492537313432
chlorthalidone,Cardiac enzymes increased,1,351,350,32,31,421453,37.660982142857144
chlorthalidone,Cardiovascular Diseases,1,351,350,246,245,421239,4.89650406504065
chlorthalidone,Cerebral Thrombosis,1,351,350,325,324,421160,3.7055824175824172
chlorthalidone,Cerebrovascular accident,1,351,350,23,22,421462,52.39900621118012
chlorthalidone,Clostridium difficile infection,5,351,346,1764,1759,419725,3.441264270640819
chlorthalidone,Corneal Diseases,1,351,350,251,250,421234,4.798907228229937
chlorthalidone,Coronary Artery Bypass Surgery,1,351,350,11,10,421474,109.56467532467533
chlorthalidone,Cytomegalovirus viremia,1,351,350,82,81,421403,14.695226480836238
chlorthalidone,De Quervain Disease,1,351,350,175,174,421310,6.884244897959184
chlorthalidone,Deglutition Disorders,1,351,350,144,143,421341,8.36688492063492
chlorthalidone,Delayed Ejaculation,1,351,350,43,42,421442,28.026046511627904
chlorthalidone,"Dermatitis, Phototoxic",4,351,347,1326,1322,420162,3.6556304632249708
chlorthalidone,Dilatation intrahepatic duct acquired,1,351,350,7,6,421478,172.17469387755102
chlorthalidone,Dilatation of aorta,2,351,349,308,306,421178,7.842946451828974
chlorthalidone,Discomfort in mouth,1,351,350,25,24,421460,48.20685714285714
chlorthalidone,Drug Allergy,1,351,350,223,222,421262,5.40181934657271
chlorthalidone,Drug action decreased,1,351,350,349,348,421136,3.450560785918952
chlorthalidone,Drug action increased,1,351,350,52,51,421433,23.17489010989011
chlorthalidone,Dysgraphia,1,351,350,248,247,421237,4.856993087557604
chlorthalidone,Dyskinetic syndrome,4,351,347,218,214,421270,22.294212516193852
chlorthalidone,Epicondylitis,1,351,350,132,131,421353,9.127770562770563
chlorthalidone,Euphoric mood,2,351,349,131,129,421355,18.447647586342658
chlorthalidone,Excessive tearing,1,351,350,15,14,421470,80.34666666666666
chlorthalidone,Exfoliative rash,1,351,350,277,276,421208,4.348200103145952
chlorthalidone,Extra dose administered,1,351,350,6,5,421479,200.87095238095236
chlorthalidone,Felty Syndrome,1,351,350,13,12,421472,92.70813186813187
chlorthalidone,Fracture of acetabulum,1,351,350,8,7,421477,150.6525
chlorthalidone,Gamma-Glutamyltransferase Increased,2,351,349,362,360,421124,6.672149313745666
chlorthalidone,Gastroenteritis,2,351,349,245,243,421241,9.861177708905913
chlorthalidone,Gingivitis,1,351,350,170,169,421315,7.086806722689076
chlorthalidone,Glaucoma,3,351,348,909,906,420578,3.9919388490573198
chlorthalidone,Hemorrhage,1,351,350,304,303,421181,3.9617575187969924
chlorthalidone,Hernia,2,351,349,690,688,420796,3.4977368049499606
chlorthalidone,Hiatal Hernia,1,351,350,46,45,421439,26.198074534161492
chlorthalidone,Hypercalcemia,1,351,350,36,35,421449,33.47611111111111
chlorthalidone,Hyperlipidemia,2,351,349,159,157,421327,15.197996071435009
chlorthalidone,Hypertrophy,1,351,350,122,121,421363,9.876182669789227
chlorthalidone,Hypoglycemia,4,351,347,1103,1099,420385,4.3970413412725575
chlorthalidone,Hyponatremia,6,351,345,941,935,420549,7.778847664371852
chlorthalidone,Hypophosphatemia,1,351,350,20,19,421465,60.25928571428572
chlorthalidone,Hypotension,8,351,343,2116,2108,419376,4.626353701080756
chlorthalidone,Hypoxia,1,351,350,324,323,421161,3.7170282186948853
chlorthalidone,Impaired exercise tolerance,1,351,350,84,83,421401,14.345272108843536
chlorthalidone,Inappropriate schedule of drug administration,1,351,350,139,138,421346,8.667954779033916
chlorthalidone,Infected dermal cyst,1,351,350,167,166,421318,7.214165953806672
chlorthalidone,Infectious Enterocolitis,2,351,349,650,648,420836,3.7133348027330837
chlorthalidone,Inflammatory disease of mucous membrane,1,351,350,140,139,421345,8.606020408163264
chlorthalidone,Injection site extravasation,1,351,350,323,322,421162,3.7285448916408668
chlorthalidone,Injection site induration,3,351,348,394,391,421093,9.22109662173989
chlorthalidone,Injection site mass,1,351,350,222,221,421263,5.426164736164736
chlorthalidone,Injection site papule,1,351,350,122,121,421363,9.876182669789227
chlorthalidone,International normalized ratio outside reference range,1,351,350,36,35,421449,33.47611111111111
chlorthalidone,Intracranial Hemorrhage,2,351,349,373,371,421113,6.4752145156210394
chlorthalidone,Itching of eye,1,351,350,73,72,421412,16.507318982387474
chlorthalidone,Laryngitis,1,351,350,221,220,421264,5.450730446024564
chlorthalidone,Lesion of liver,2,351,349,309,307,421177,7.817546202279282
chlorthalidone,"Leukemia, Myelocytic, Acute",1,351,350,48,47,421437,25.106369047619044
chlorthalidone,"Leukoencephalopathy, Progressive Multifocal",1,351,350,219,218,421266,5.500534898891063
chlorthalidone,Limb asymmetry,1,351,350,181,180,421304,6.65594317284925
chlorthalidone,Localized swelling,1,351,350,131,130,421354,9.197470010905125
chlorthalidone,Lung consolidation,1,351,350,51,50,421434,23.62935574229692
chlorthalidone,Lymphoma,2,351,349,255,253,421231,9.474240125849766
chlorthalidone,Malignant neoplasm of prostate,2,351,349,368,366,421118,6.563270835928741
chlorthalidone,Malignant neoplasm of ureter,1,351,350,132,131,421353,9.127770562770563
chlorthalidone,Mediastinal Diseases,2,351,349,278,276,421208,8.689925996165819
chlorthalidone,Meningitis herpes,1,351,350,53,52,421432,22.737574123989216
chlorthalidone,"Meningitis, Bacterial",1,351,350,28,27,421457,43.0415306122449
chlorthalidone,Mental disorder due to a general medical condition,1,351,350,338,337,421147,3.5629501267962804
chlorthalidone,Mitral Valve Insufficiency,2,351,349,84,82,421402,28.772752080775003
chlorthalidone,Movement Disorders,1,351,350,331,330,421154,3.638359948208891
chlorthalidone,Multiple sclerosis relapse,1,351,350,217,216,421268,5.551257406188282
chlorthalidone,Musculoskeletal stiffness,2,351,349,654,652,420832,3.6905882249853232
chlorthalidone,Neutrophil count decreased,2,351,349,567,565,420919,4.257748265389144
chlorthalidone,Obesity,1,351,350,22,21,421463,54.7809090909091
chlorthalidone,Obstruction of gallbladder,1,351,350,37,36,421448,32.57127413127413
chlorthalidone,Occult blood positive,1,351,350,161,160,421324,7.483123336291038
chlorthalidone,Oral candidiasis,1,351,350,48,47,421437,25.106369047619044
chlorthalidone,Oral infection,1,351,350,43,42,421442,28.026046511627904
chlorthalidone,Oral pain,1,351,350,39,38,421446,30.90080586080586
chlorthalidone,Oral paresthesia,1,351,350,73,72,421412,16.507318982387474
chlorthalidone,Osteopenia,1,351,350,151,150,421334,7.978883632923368
chlorthalidone,Osteoporosis,1,351,350,132,131,421353,9.127770562770563
chlorthalidone,Ovarian Diseases,1,351,350,227,226,421258,5.306582756450598
chlorthalidone,Pain in esophagus (finding),2,351,349,595,593,420891,4.057113963063736
chlorthalidone,Palpitations,1,351,350,351,350,421134,3.430883190883191
chlorthalidone,Pancreatitis,1,351,350,27,26,421458,44.635767195767194
chlorthalidone,Pancytopenia,1,351,350,233,232,421252,5.169858982219497
chlorthalidone,Peripheral arterial occlusive disease,1,351,350,147,146,421338,8.196073858114675
chlorthalidone,Polychondritis,1,351,350,56,55,421429,21.519336734693876
chlorthalidone,Polydipsia,1,351,350,152,151,421333,7.926372180451127
chlorthalidone,Pregnancy associated hypertension,1,351,350,52,51,421433,23.17489010989011
chlorthalidone,Primary sequestrum,1,351,350,17,16,421468,70.89378151260505
chlorthalidone,Pulmonary Edema,1,351,350,15,14,421470,80.34666666666666
chlorthalidone,Renal Insufficiency,3,351,348,907,904,420580,4.000760369539596
chlorthalidone,Renal Osteodystrophy,2,351,349,37,35,421449,65.32920312863007
chlorthalidone,Renal vasculitis,1,351,350,45,44,421440,26.780317460317463
chlorthalidone,Rupture iliac artery,1,351,350,178,177,421307,6.768170144462279
chlorthalidone,Scab,1,351,350,375,374,421110,3.2111238095238095
chlorthalidone,Scleritis,1,351,350,19,18,421466,63.43097744360902
chlorthalidone,Seborrheic dermatitis of scalp,1,351,350,21,20,421464,57.389659863945575
chlorthalidone,Seborrheic keratosis,1,351,350,97,96,421388,12.422326951399116
chlorthalidone,Sense of smell impaired,1,351,350,23,22,421462,52.39900621118012
chlorthalidone,"Shock, Traumatic",1,351,350,6,5,421479,200.87095238095236
chlorthalidone,Skin tag,1,351,350,110,109,421375,10.953896103896103
